Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
HCC827_ERBB3	P48741	HSPA7	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P53680	AP2S1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P69905	HBA1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P40763	STAT3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	A6NK06	IRG1	0|0|15591|0	15591	3897.75	4	33971|56133|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.63	0.46	
HCC827_ERBB3	Q86WR7	PROSER2	0|8492|13976|11600	34068	8517.00	4	0|0|0|0	0.75	1.00	0.75	1.00	0.75	-0.32	85170.00	0.00	
HCC827_ERBB3	P02768	ALB	0|0|0|0	0	0.00	4	0|0|285|254	0.00	0.00	0.00	0.00	0.00	-600.37	0.00	0.46	
HCC827_ERBB3	P78527	PRKDC	0|0|0|0	0	0.00	4	202|0|0|0	0.00	0.00	0.00	0.00	0.00	-221.69	0.00	0.46	
HCC827_ERBB3	P35527	KRT9	0|0|0|0	0	0.00	4	0|348|0|0	0.00	0.00	0.00	0.00	0.00	-385.38	0.00	0.46	
HCC827_ERBB3	P04626	ERBB2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	O00264	PGRMC1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P12235	SLC25A4	0|0|0|40737	40737	10184.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	101842.50	0.31	
HCC827_ERBB3	P43304	GPD2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8NDL9	AGBL5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P68371	TUBB4B	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q13885	TUBB2A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9BVA1	TUBB2B	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q13509	TUBB3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q06830	PRDX1	177|0|0|0	177	44.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	442.50	0.31	
HCC827_ERBB3	Q13162	PRDX4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P46109	CRKL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P07355	ANXA2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	A6NMY6	ANXA2P2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9GZT3	SLIRP	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P62249	RPS16	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P14678	SNRPB	0|0|25867|45849	6180	1545.00	4	10853|775|0|0	0.50	1.00	0.50	1.00	0.50	-inf	0.53	0.26	
HCC827_ERBB3	Q8TD57	DNAH3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q58FF7	HSP90AB3P	0|0|432|445	877	219.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	2192.50	0.09	
HCC827_ERBB3	Q9Y2R5	MRPS17	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q58FG0	HSP90AA5P	0|0|0|256	256	64.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	640.00	0.31	
HCC827_ERBB3	P98077	SHC2	0|0|9485|25724	35209	8802.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	88022.50	0.09	
HCC827_ERBB3	Q99611	SEPHS2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P11802	CDK4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P08779	KRT16	0|0|0|0	0	0.00	4	310|286|0|0	0.00	0.00	0.00	0.00	0.00	-664.39	0.00	0.46	
HCC827_ERBB3	Q9NS86	LANCL2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P61978	HNRNPK	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q15366	PCBP2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q13191	CBLB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q4G0P3	HYDIN	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q6P1M0	SLC27A4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P51648	ALDH3A2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P13646	KRT13	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8IXB1	DNAJC10	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P04350	TUBB4A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P62269	RPS18	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P62829	RPL23	0|0|49162|54544	38170	9542.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	95425.00	0.09	
HCC827_ERBB3	P10809	HSPD1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q14116	IL18	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q5T9A4	ATAD3B	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9NVI7	ATAD3A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q5T2N8	ATAD3C	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P08727	KRT19	320|330|239|0	889	222.25	4	352|323|357|373	0.00	0.00	0.00	0.00	0.00	-inf	0.63	0.46	
HCC827_ERBB3	P05783	KRT18	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P0CG39	POTEJ	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	O43196	MSH5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P63173	RPL38	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q6URK8	TEPP	52649|51308|41281|1927	16093	4023.25	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	inf	40232.50	0.00	
HCC827_ERBB3	Q99456	KRT12	308|283|274|298	1163	290.75	4	296|278|280|315	0.00	0.00	0.00	0.00	0.00	-633.03	0.99	0.46	
HCC827_ERBB3	P19012	KRT15	38607|50094|59442|0	17071	4267.75	4	1836|45336|10939|18040	0.75	1.00	0.75	1.00	0.75	-inf	1.61	0.06	
HCC827_ERBB3	Q04695	KRT17	38607|50094|59442|0	17071	4267.75	4	1836|45336|10939|18040	0.75	1.00	0.75	1.00	0.75	-inf	1.61	0.06	
HCC827_ERBB3	A6NNZ2	NA	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q3ZCM7	TUBB8	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9H4B7	TUBB1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9NP72	RAB18	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q86SQ7	SDCCAG8	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q2M243	CCDC27	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q96K76	USP47	0|0|0|0	0	0.00	4	54225|52209|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	Q15165	PON2	57677|34660|27733|49080	38078	9519.50	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	inf	95195.00	0.00	
HCC827_ERBB3	Q9BYK8	HELZ2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q16543	CDC37	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8WXH0	SYNE2	0|0|0|0	0	0.00	4	64108|49002|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	Q9UJM3	ERRFI1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	O00461	GOLIM4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q05655	PRKCD	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	A1L190	SYCE3	0|48|19032|29197	48277	12069.25	4	0|0|0|0	0.75	1.00	0.75	1.00	0.75	-0.32	120692.50	0.00	
HCC827_ERBB3	P16144	ITGB4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	O95816	BAG2	0|0|0|35826	35826	8956.50	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	89565.00	0.31	
HCC827_ERBB3	Q99623	PHB2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q5JWF2	GNAS	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P63092	GNAS	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P38405	GNAL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P04899	GNAI2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	A8MTJ3	GNAT3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P08754	GNAI3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P09471	GNAO1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P19087	GNAT2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P63096	GNAI1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P11488	GNAT1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q92569	PIK3R3	64345|19296|48422|61981	62972	15743.00	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	inf	157430.00	0.00	
HCC827_ERBB3	Q8NF37	LPCAT1	0|0|0|208	208	52.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	520.00	0.31	
HCC827_ERBB3	Q6Y7W6	GIGYF2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P49757	NUMB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9Y6R0	NUMBL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P37235	HPCAL1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P61601	NCALD	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P84074	HPCA	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q53GA4	PHLDA2	287|296|22341|54425	11813	2953.25	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	410.84	29532.50	0.00	
HCC827_ERBB3	Q63ZY3	KANK2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q6PIJ6	FBXO38	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q15257	PPP2R4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q96BR5	COA7	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P14923	JUP	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P35222	CTNNB1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8IV45	UNC5CL	0|0|0|18109	18109	4527.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	45272.50	0.31	
HCC827_ERBB3	Q86VU5	COMTD1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9C0F3	ZNF436	0|0|13837|47627	61464	15366.00	4	20271|65050|0|0	0.25	1.00	0.25	1.00	0.25	-inf	3.11	0.42	
HCC827_ERBB3	Q69YG0	TMEM42	0|0|0|0	0	0.00	4	52160|63090|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	O94808	GFPT2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q03989	ARID5A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P30825	SLC7A1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9NU02	ANKEF1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9UBF8	PI4KB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9BWG4	SSBP4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9Y6F6	MRVI1	0|0|227|38336	38563	9640.75	4	399|280|0|0	0.25	1.00	0.25	1.00	0.25	-inf	56.79	0.31	
HCC827_ERBB3	Q96JB1	DNAH8	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P06702	S100A9	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q99575	POP1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9H069	LRRC48	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P60953	CDC42	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q03001	DST	36833|30258|19379|6520	27454	6863.50	4	0|57491|0|23122	0.75	1.00	0.75	1.00	0.75	-inf	1.82	0.07	
HCC827_ERBB3	Q9UPN3	MACF1	36833|30258|19379|6520	27454	6863.50	4	0|57491|0|23122	0.75	1.00	0.75	1.00	0.75	-inf	1.82	0.07	
HCC827_ERBB3	Q5VZP5	DUSP27	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	A6NCF5	KLHL33	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	A6NMZ7	COL6A6	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P35498	SCN1A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9BWN1	PRR14	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8IWK6	ADGRA3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P27986	PIK3R1	4531|480|54491|28661	22627	5656.75	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	682.31	56567.50	0.00	
HCC827_ERBB3	Q6NUN0	ACSM5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P68871	HBB	0|0|0|0	0	0.00	4	0|0|203|196	0.00	0.00	0.00	0.00	0.00	-443.18	0.00	0.46	
HCC827_ERBB3	Q8WV24	PHLDA1	0|0|52784|0	52784	13196.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	131960.00	0.31	
HCC827_ERBB3	Q9HCY8	S100A14	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q6PKX4	DOK6	49|61706|58253|0	54472	13618.00	4	18190|8185|10549|55512	0.50	1.00	0.50	1.00	0.50	-inf	2.02	0.27	
HCC827_ERBB3	O15440	ABCC5	40382|34767|41221|2286	53120	13280.00	4	54211|55092|44119|38302	0.00	0.00	0.00	0.00	0.00	-inf	0.88	0.46	
HCC827_ERBB3	O75592	MYCBP2	0|0|0|0	0	0.00	4	627|588|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	P61626	LYZ	0|0|0|0	0	0.00	4	0|0|10556|41114	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	P11274	BCR	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q12979	ABR	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8IW35	CEP97	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q5D862	FLG2	0|0|35411|46089	15964	3991.00	4	45287|29375|0|0	0.50	1.00	0.50	1.00	0.50	-inf	1.75	0.25	
HCC827_ERBB3	P49368	CCT3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q53GQ0	HSD17B12	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P25705	ATP5A1	0|0|257|261	518	129.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1295.00	0.09	
HCC827_ERBB3	Q15084	PDIA6	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	E9PKD4	NPIPA5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q13946	PDE7A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P25205	MCM3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q9Y4H2	IRS2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P62266	RPS23	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q6ZU80	CEP128	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q92859	NEO1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P62805	HIST1H4A	0|0|0|0	0	0.00	4	0|0|0|22457	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	P13639	EEF2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q58FF6	HSP90AB4P	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q8WXI4	ACOT11	0|27773|0|0	27773	6943.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	69432.50	0.31	
HCC827_ERBB3	P35030	PRSS3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	Q15303	ERBB4	32283|3777|23826|4741	64627	16156.75	4	0|0|45295|38495	0.50	1.00	0.50	1.00	0.50	-inf	3.54	0.27	
HCC827_ERBB3	Q8NF91	SYNE1	58150|0|0|0	58150	14537.50	4	10000|25042|9771|56799	0.25	1.00	0.25	1.00	0.25	-inf	1.61	0.42	
HCC827_ERBB3	Q3BBV2	NBPF8	0|0|0|0	0	0.00	4	46635|0|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	Q86T75	NBPF11	0|0|0|0	0	0.00	4	46635|0|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	Q7Z3Y9	KRT26	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_ERBB3	P02042	HBD	0|0|0|0	0	0.00	4	0|0|41331|38497	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827_ERBB3	Q9H0C2	SLC25A31	0|0|59596|27603	21663	5415.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	54157.50	0.09	
HCC827_ERBB3	P15924	DSP	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_GRB2	Q8WVM8	SCFD1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_GRB2	Q13049	TRIM32	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_GRB2	P35232	PHB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_GRB2	O00459	PIK3R2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827_GRB2	P09382	LGALS1	0|0|32772|15932	48704	12176.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	121760.00	0.09	
HCC827_GRB2	P07900	HSP90AA1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
